brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,turbo,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,price,avg_mpg,car_age,reliability_rating
Mazda,CX-9 Touring,2020,16947,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,28888,24.42130239915634,5,72
Ford,F-150 XLT,2020,32744,2.7L V6 24V PDI DOHC Twin Turbo,2.7,10-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,36311,20.5,5,78
Toyota,Highlander LE,2022,25192,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,35497,23.5,3,
MINI,Countryman Cooper,2020,60927,1.5L I3 12V GDI DOHC Turbo,1.5,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,22,32,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,23402,27,5,
Jeep,Grand Cherokee L Overland,2021,20288,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,46875,21.5,4,
FIAT,500L Trekking,2014,70565,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0,Gasoline,Front-wheel Drive,25,33,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12998,29,11,57
MINI,Countryman Cooper S,2021,23393,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,23,30,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,27495,26.5,4,84
Toyota,Avalon XLE Touring,2013,113999,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,31,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,15484,26,12,82
Suzuki,Kizashi S,2012,62387,2.4L I4 16V MPFI DOHC,2.4,Automatic CVT,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,10998,24.42130239915634,13,
Lexus,RX 350,2019,57850,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,34789,22.5,6,85
Kia,Sorento LX,2014,80856,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,24,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,13999,21.5,11,81
Mercedes-Benz,E-Class 2dr Cabriolet E 350 RWD,2011,85039,3.5L V6 CYLINDER,3.5,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,30,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,17495,26,14,88
Cadillac,XT4 Premium Luxury,2020,54935,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,31998,24.42130239915634,5,83
Maserati,GranTurismo Sport,2017,16426,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,23,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,65567,19.5,8,
Mazda,MX-5 Miata Grand Touring,2014,51400,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2,Transmission w/Dual Shift Mode,0,Gasoline,Rear-wheel Drive,20,26,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,22000,23,11,
Volvo,XC60 B6 Inscription,2022,5465,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,25,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,54345,20.5,3,62
Kia,Sportage LX,2020,30651,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,28,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,21799,24.5,5,
Kia,Carnival LX,2023,1240,3.5L V6 24V PDI DOHC,3.5,Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,39767,24.42130239915634,2,
Jaguar,E-PACE P250 SE,2022,42701,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Four-wheel Drive,22,27,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,35991,24.5,3,
Ford,F-150 Platinum,2012,100455,3.5L V6 24V GDI DOHC Twin Turbo,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,14,19,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,17999,16.5,13,76
Nissan,350Z Touring,2004,51047,3.5L V6 24V MPFI DOHC,3.5,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,17000,24.42130239915634,21,
Porsche,Cayenne Base (Tiptronic),2023,6560,3.0L V6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,80874,24.42130239915634,2,81
Mazda,MX-5 Miata RF Grand Touring,2017,26779,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,24495,24.42130239915634,8,
Jeep,Grand Cherokee WK Limited,2022,24968,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,36974,18.5,3,
Jeep,Grand Cherokee Altitude,2019,73129,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,27847,24.42130239915634,6,
MINI,Countryman Cooper S ALL4,2015,74484,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",1.6,Manual,0,Gasoline,Four-wheel Drive,22,32,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,17499,27,10,
Mitsubishi,Outlander SE,2020,52335,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,20998,24.42130239915634,5,
Jeep,Wrangler Sport,2021,18223,3.6L V6 24V MPFI DOHC,3.6,6-Speed Manual,0,Gasoline,Four-wheel Drive,16,21,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,32987,18.5,4,74
BMW,535 i xDrive,2015,92429,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,29,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,19935,24.5,10,
Porsche,Panamera E-Hybrid 4S,2021,29404,2.9L V6 24V GDI DOHC Twin Turbo Hybrid,2.9,8-Speed Automatic with Auto-Shift,1,Hybrid,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,86994,24.42130239915634,4,
Alfa,Romeo Giulia Base,2019,42698,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,23,31,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,26750,27,6,
Hyundai,Santa Fe SE,2022,10162,2.5L I4 16V PDI DOHC,2.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,27950,22.5,3,
Volvo,V60 T5 Platinum,2015,58499,2.5L I5 20V MPFI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,18995,24.42130239915634,10,77
FIAT,500X Lounge,2016,115701,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,21,30,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,11639,25.5,9,62
Hyundai,Equus Signature,2015,84238,5.0L V8 32V GDI DOHC,5,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,16995,24.42130239915634,10,
Mazda,CX-9 Touring,2018,65169,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, VVT variabl",2.5,Automatic,1,Gasoline,Front-wheel Drive,26,35,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,22390,30.5,7,77
FIAT,500 Lounge,2012,114258,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,30,38,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,7995,34,13,61
Mazda,Mazda3 i Touring,2014,134543,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8991,26,11,78
Jeep,Grand Cherokee Summit,2022,17201,5.7L V8 16V MPFI OHV,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,21,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,59990,19,3,
Hyundai,Genesis Coupe 3.8 Ultimate,2015,63608,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,36,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,19500,31,10,80
Jeep,Wrangler Unlimited X,2007,144320,3.8L V6 12V MPFI OHV,3.8,4-Speed Automatic,1,Gasoline,Four-wheel Drive,20,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15900,23,18,
Ford,F-150 XLT,2020,32575,2.7L V6 24V PDI DOHC Twin Turbo,2.7,10-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,39999,20.5,5,78
FIAT,124 Spider Abarth,2017,26032,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,23995,30.5,8,
Mercedes-Benz,S-Class S 550,2016,106617,4.7L V8 32V GDI DOHC Twin Turbo,4.7,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,18,23,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,29500,20.5,9,
FIAT,124 Spider Lusso,2017,28239,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,22431,30.5,8,
Land,Rover Range Rover Sport HSE,2011,102817,5.0L V8 32V GDI DOHC,5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,15285,21,14,
Toyota,Camry SE,2020,55638,2.5L I4 16V PDI DOHC,2.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,28,39,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,23698,33.5,5,82
Mitsubishi,Outlander SEL,2016,94843,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Four-wheel Drive,24,29,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,17998,26.5,9,77
Maserati,Levante S,2021,20202,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,19,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,53895,16.5,4,
Porsche,Cayenne Base,2021,10560,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,68450,20,4,81
Volkswagen,Atlas 3.6L SEL Premium,2021,41280,Regular Unleaded V-6 3.6 L/220,3.6,Automatic,1,Gasoline,Four-wheel Drive,23,29,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,37775,26,4,68
Volvo,S60 B5 Momentum,2022,24330,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,34989,23,3,77
Jeep,Grand Cherokee Limited,2018,103625,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,23700,21.5,7,
Jeep,Grand Cherokee L Overland,2022,15312,5.7L V8 16V MPFI OHV,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,59950,21.5,3,
Ford,Mustang GT Premium,2019,75926,"5L V-8 port/direct injection, DOHC, Ti-VCT variable valve contro",5,Automatic,1,Gasoline,Rear-wheel Drive,15,24,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,33988,19.5,6,87
BMW,X5 M Base,2021,29751,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,18,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,86498,15.5,4,80
Volvo,S60 Hybrid T8 Inscription,2019,29155,2.0L I4 16V GDI DOHC Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,22,30,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,37500,26,6,
Lexus,GX 460 Base,2021,45046,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,50880,23,4,85
BMW,X7 M50i,2022,13081,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,86634,18,3,79
Maserati,Levante S GranLusso,2019,47639,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,43999,25.5,6,
Kia,Telluride SX-Prestige,2023,5319,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1,Gasoline,Four-wheel Drive,27,31,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,53750,29,2,83
Cadillac,CT4-V V-Series Blackwing,2022,3305,3.6L V6 24V GDI DOHC Twin Turbo,3.6,10-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,25,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,67990,21,3,
Alfa,Romeo Stelvio Ti,2019,29363,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,24,34,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,32398,29,6,
Kia,Sorento Plug-In Hybrid SX Prestige,2022,22269,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Four-wheel Drive,21,29,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,46421,25,3,83
Lexus,GX 460 Base (A6),2016,36274,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,30,33,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,36999,31.5,9,
Kia,Telluride SX,2023,1735,3.8L V6 24V GDI DOHC,3.8,Automatic,1,Gasoline,Four-wheel Drive,15,23,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,56000,19,2,83
Ford,Escape SE,2017,49376,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,17450,25,8,86
Toyota,RAV4 Prime XSE,2023,504,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,60999,24.42130239915634,2,76
Maserati,GranTurismo Base,2010,28610,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,13,21,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,33995,17,15,
Lexus,GX 460 Base,2023,8902,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic with Sequential Shift,1,Gasoline,Four-wheel Drive,28,29,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,66898,28.5,2,89
Jaguar,XJ XJL Portfolio,2015,96605,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,26,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,22442,23,10,
Toyota,Corolla LE,2019,142667,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 132HP",1.8,CVT,0,Gasoline,Front-wheel Drive,28,36,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,14700,32,6,92
MINI,Hardtop Cooper S,2015,112702,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Manual,0,Gasoline,Front-wheel Drive,23,31,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,11995,27,10,
MINI,Hardtop Cooper S,2016,89776,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,2,Manual,0,Gasoline,Front-wheel Drive,28,36,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,14975,32,9,
Land,Rover Defender,1986,4218,2.5L I4,2.5,Manual,0,Gasoline,Unknown,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23900,21.5,39,
Mitsubishi,Outlander Sport SE,2014,95012,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,11495,24.42130239915634,11,76
Ford,Expedition Max Platinum,2022,9486,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,78965,24.42130239915634,3,
BMW,330 i xDrive,2020,31505,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,34,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,33377,29.5,5,
Honda,Pilot Touring 7-Passenger,2020,59875,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Front-wheel Drive,20,27,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,33999,23.5,5,71
Mazda,Mazda3 Sport,2018,26696,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,25,31,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,21995,28,7,82
Jeep,Wrangler JK Unlimited Altitude,2018,69847,3.6L V6 24V MPFI DOHC,3.6,5-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,29900,24.42130239915634,7,
Nissan,Murano SV,2023,2546,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1,Gasoline,Front-wheel Drive,18,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38992,21,2,89
Toyota,Prius Prime Advanced,2018,80872,1.8L I4 16V MPFI DOHC Hybrid,1.8,Automatic CVT,1,Hybrid,Front-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,25899,24.42130239915634,7,86
Mazda,CX-30 Premium Package,2022,2500,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20,26,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,28712,23,3,61
MINI,Convertible Cooper,2019,72867,1.5L I3 12V GDI DOHC Turbo,1.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,27,36,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,18917,31.5,6,
Chevrolet,Colorado WT,2016,80106,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23998,23.5,9,
Volvo,XC90 T5 Momentum 7 Passenger,2022,29249,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,48527,25.5,3,75
Volkswagen,Golf R 2.0T,2022,5762,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,51864,24.42130239915634,3,
Alfa,Romeo Giulia Base,2020,43251,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,28,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,28593,25,5,
Audi,RS 7 4.0T quattro,2022,12343,4.0L V8 32V GDI DOHC Twin Turbo,4,Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,122099,24.42130239915634,3,
Nissan,Frontier LE,2008,132897,5.6L V8 32V MPFI DOHC,5.6,Automatic,1,Gasoline,Four-wheel Drive,16,20,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,11674,18,17,80
MINI,Hardtop Cooper S,2013,78844,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,11995,24.42130239915634,12,
BMW,M550 i xDrive,2020,29391,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,56250,21.5,5,
Lexus,GX 460 Luxury,2016,116899,4.6L 8 CYLINDER,4.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,27,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,28895,22.5,9,87
MINI,Convertible,2023,3431,2.0L I4 16V GDI DOHC Turbo,2,Automatic with Overdrive,1,Gasoline,Front-wheel Drive,23,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45488,27.5,2,
Hyundai,Santa Fe Limited 2.0T,2020,39702,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,30768,24.42130239915634,5,
MINI,Clubman Cooper,2014,93863,1.6L I4 16V MPFI DOHC,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,25,32,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,11495,28.5,11,
Toyota,RAV4 LE,2015,125210,2.5L I4 16V MPFI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,14419,25.5,10,82
Volkswagen,Jetta 1.4T S,2021,42178,1.4L I4 16V GDI DOHC Turbo,1.4,8-Speed Automatic,1,Gasoline,Front-wheel Drive,21,28,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,20634,24.5,4,
Jaguar,F-TYPE Base,2014,112428,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,27,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,21432,24.5,11,
Maserati,Ghibli S,2016,39555,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,Automatic,1,Gasoline,Rear-wheel Drive,16,24,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,27988,20,9,
Alfa,Romeo Stelvio Ti,2019,20947,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,33658,25,6,
Hyundai,Tucson GLS,2012,127576,2.4L I4 16V MPFI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,25,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,9949,22,13,79
Honda,Accord Touring,2016,79195,3.5L V6 24V MPFI SOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,34,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,22500,27.5,9,84
Audi,A7 55 Premium,2020,22404,3.0L V6 24V GDI DOHC Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,22,29,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,49500,25.5,5,
Mercedes-Benz,E-Class E 350,2013,116243,3.5L V6 24V GDI DOHC,3.5,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,25,35,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,12995,30,12,85
Maserati,GranTurismo Sport,2013,54979,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,13,20,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,39999,16.5,12,
Kia,Soul,2016,80639,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11667,24.42130239915634,9,
Land,Rover Range Rover Evoque SE,2020,9759,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,17,22,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,39994,19.5,5,
MINI,Hardtop Cooper S,2016,54901,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Automatic,1,Gasoline,Front-wheel Drive,28,38,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,18997,33,9,
MINI,Cooper S Base,2011,90036,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,32,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10999,29,14,
Maserati,Ghibli Base,2014,89224,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,Automatic,1,Gasoline,Rear-wheel Drive,11,17,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,20995,14,11,
Nissan,Titan Platinum Reserve,2020,33746,5.6L V8 32V GDI DOHC,5.6,9-Speed Automatic,1,Gasoline,Four-wheel Drive,27,38,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,42725,32.5,5,
