brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,turbo,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,price,avg_mpg,car_age,reliability_rating
Alfa,Romeo 4C Base,2018,18569,1.7L I4 16V MPFI DOHC Turbo,1.7,6-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,24,33,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,62950,28.5,7,
Maserati,Grecale Modena,2023,1809,Intercooled Turbo Gas/Electric I-4 2.0 L/122,2,Automatic,1,Hybrid,Four-wheel Drive,15,25,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,85999,20,2,
Honda,Ridgeline RTL,2023,2235,3.5L V6 24V GDI SOHC,3.5,Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,39989,24.42130239915634,2,80
Porsche,Cayman S,2006,55576,3.4L H6 24V MPFI DOHC,3.4,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,35900,19,19,
Ford,Fiesta SE,2019,58799,1.6L I4 16V MPFI DOHC,1.6,6-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,27,35,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,16317,31,6,
Mitsubishi,Mirage G4 ES,2022,13917,1.2L I3 12V MPFI DOHC,1.2,Automatic CVT,1,Gasoline,Front-wheel Drive,20,28,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,14997,24,3,
Alfa,Romeo Giulia Base,2020,15960,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,31587,27,5,
Lexus,LS 460 Base,2014,85454,4.6L V8 32V PDI DOHC,4.6,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,21,31,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,25990,26,11,
Porsche,Macan Base,2022,12777,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,18,23,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,57990,20.5,3,78
Mercedes-Benz,SLK-Class SLK 250,2015,60511,"1.8L I-4 gasoline direct injection, DOHC, variable valve control",1.8,Manual,0,Gasoline,Rear-wheel Drive,17,22,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,23949,19.5,10,
Mazda,CX-3 Grand Touring,2017,61217,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,21599,27,8,74
MINI,Countryman Cooper,2020,29687,1.5L I3 12V GDI DOHC Turbo,1.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,26998,24.42130239915634,5,
Alfa,Romeo Giulia Base,2019,41624,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,23,31,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,25880,27,6,
Mercedes-Benz,SL-Class SL 550,2013,73693,4.7L V8 32V GDI DOHC Twin Turbo,4.7,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,21,26,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,27377,23.5,12,
Mitsubishi,Outlander SE,2022,6559,2.5L I4 16V GDI DOHC,2.5,Automatic CVT,1,Gasoline,Four-wheel Drive,24,30,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,32224,27,3,72
BMW,740e xDrive iPerformance,2018,26569,2.0L I4 16V GDI DOHC Turbo Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,37500,24.42130239915634,7,
Mercedes-Benz,AMG C 63 Base,2018,38477,4.0L V8 32V GDI DOHC Twin Turbo,4,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,18,24,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,51990,21,7,
Lexus,NX 300h Base,2018,15128,2.5L I4 16V MPFI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,19,28,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,35000,23.5,7,87
Honda,Accord Touring,2016,58607,"3.5L V-6 i-VTEC variable valve control, engine with cylinder dea",3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,34,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,25988,27.5,9,84
Mitsubishi,Lancer Evolution,2003,108094,2.0L I4 16V MPFI DOHC Turbo,2,5-Speed Manual,0,Gasoline,Four-wheel Drive,24,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27991,26.5,22,
Jeep,Wrangler Unlimited Sahara,2013,80899,3.6L V6 24V MPFI DOHC,3.6,6-Speed Manual,0,Gasoline,Four-wheel Drive,22,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26710,26,12,
Jeep,Renegade Limited,2017,47757,2.4L I4 16V MPFI SOHC Flexible Fuel,2.4,9-Speed Automatic,1,E85 Flex Fuel,Front-wheel Drive,22,30,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,20000,26,8,68
Jaguar,XF 3.0 Sport,2015,43021,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,Automatic,1,Gasoline,Four-wheel Drive,20,29,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,22990,24.5,10,
Alfa,Romeo Stelvio Ti,2022,10169,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,41899,27,3,
Nissan,Armada SL,2020,28352,5.6L V8 32V GDI DOHC,5.6,7-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,36998,23.5,5,
Jaguar,XF 35t Prestige,2017,30442,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,30,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,26137,25,8,
Chevrolet,Silverado 1500 1LT,2017,137555,5.3L V8 16V GDI OHV,5.3,Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,18995,24.42130239915634,8,
Mercedes-Benz,SL 550 Base,2017,99131,4.7L V8 32V GDI DOHC Twin Turbo,4.7,9-Speed Automatic,1,Gasoline,Rear-wheel Drive,13,15,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,39995,14,8,
Audi,A6 3.0T Premium Plus,2017,49229,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,29,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,24953,25,8,85
Toyota,4Runner SR5,2021,59497,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,19,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,33679,17.5,4,88
Land,Rover Range Rover Sport SE MHEV,2019,36408,3.0L I6 24V GDI DOHC,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,56995,23.5,6,
Kia,Carnival LX,2023,7214,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,18,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,36995,21.5,2,
FIAT,500C Pop,2012,7764,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,30,38,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,12837,34,13,
Hyundai,Sonata Hybrid Limited,2023,3447,2.0L I4 16V GDI DOHC Hybrid,2,Automatic with Overdrive,1,Hybrid,Front-wheel Drive,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36888,23.5,2,81
Mazda,Mazda6 Touring,2021,10074,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,38,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,25997,32,4,
Hyundai,Kona N Line,2022,20060,1.6L I4 16V GDI DOHC Turbo,1.6,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,29,38,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,29456,33.5,3,83
Chevrolet,Equinox LS,2017,110515,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20,28,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,14873,24,8,89
Kia,Sorento Plug-In Hybrid SX Prestige,2022,12307,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,50890,24.42130239915634,3,83
Maserati,Levante Base,2018,64075,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,24,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,39900,20,7,
Mitsubishi,Outlander SE,2012,105748,"2.4L I-4 DOHC, MIVEC variable valve control, engine with 168HP",2.4,Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8995,24.42130239915634,13,
Jeep,Grand Cherokee High Altitude,2020,52951,"HEMI 5.7L V-8 VVT variable valve control, engine with cylinder d",5.7,Automatic 8-Speed,1,Gasoline,Four-wheel Drive,18,25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39995,21.5,5,
Ford,Mustang GT Premium,2017,26123,5.0L V8 32V MPFI DOHC,5,6-Speed Manual,0,Gasoline,Rear-wheel Drive,15,25,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,32977,20,8,83
Ford,E250 Cargo,2011,62611,Triton 5.4L V-8 engine with 255HP,5.4,Automatic,1,E85 Flex Fuel,Rear-wheel Drive,13,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16999,14.5,14,
MINI,Hardtop John Cooper Works,2021,37822,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,23,32,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,27295,27.5,4,
Mitsubishi,Outlander Sport 2.0 ES,2017,177961,"2L I-4 DOHC, MIVEC variable valve control, engine with 148HP",2,Automatic,1,Gasoline,Four-wheel Drive,23,29,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,8799,26,8,81
Jeep,Gladiator Mojave,2022,3187,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,22,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,49872,18,3,85
Volkswagen,Atlas Cross Sport 2.0T SE w/Technology,2020,19148,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,31495,24.42130239915634,5,
Kia,Rio S,2022,19419,1.6L I4 16V MPFI DOHC,1.6,Automatic CVT,1,Gasoline,Front-wheel Drive,22,29,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,18286,25.5,3,86
Hyundai,Tucson Sport,2021,20208,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20,26,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,26106,23,4,86
Ford,Explorer XLT,2020,24717,2.3L I4 16V GDI DOHC Turbo,2.3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,37500,23.5,5,60
Nissan,Sentra S,2017,46145,"1.8L I-4 DOHC, variable valve control, engine with 124HP",1.8,Automatic,1,Gasoline,Front-wheel Drive,26,31,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,13000,28.5,8,75
Mitsubishi,Outlander Sport,2021,28523,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,20,27,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,23500,23.5,4,
Maserati,Levante S GranSport,2018,59633,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,20,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,44995,16.5,7,
Mitsubishi,Outlander SE,2015,184054,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,20,27,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,8888,23.5,10,78
Mazda,CX-9 Grand Touring,2018,55490,Engine: 2.5L SKYACTIV-G 4-Cylinder Turbo,2.5,Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,25800,24.42130239915634,7,77
Toyota,4Runner SR5 Premium,2022,43581,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,19,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,42647,17.5,3,87
Alfa,Romeo Stelvio Ti,2020,54645,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,24,33,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,33990,28.5,5,
Maserati,Levante GT,2022,4166,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,20,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,69900,16.5,3,
Mercedes-Benz,S-Class S 450 4MATIC,2020,33050,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,64998,23,5,
Porsche,911 Turbo S,2022,5922,3.8L H6 24V GDI DOHC Twin Turbo,3.8,8-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,19,27,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,262950,23,3,85
Volvo,V50 2.4i,2010,80679,2.4L I5 20V MPFI DOHC,2.4,5-Speed Automatic,1,Gasoline,Front-wheel Drive,19,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7999,22.5,15,
MINI,Countryman Cooper S ALL4,2020,25462,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,28990,24.42130239915634,5,
Chevrolet,Tahoe Premier,2021,56328,5.3L V8 16V GDI OHV,5.3,10-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,20,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,60900,18,4,76
Alfa,Romeo Stelvio Ti,2020,18080,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,34489,27,5,
Maserati,Levante S,2017,60253,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,37977,18,8,
Volkswagen,Jetta GLI 2.0T Autobahn,2020,52081,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,25,34,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,23989,29.5,5,
Mazda,Mazda3 s Grand Touring,2015,113634,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, variable va",2.5,Manual,0,Gasoline,Front-wheel Drive,26,34,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,12995,30,10,79
Maserati,Quattroporte GTS,2016,63509,3.8L V8 32V GDI DOHC Twin Turbo,3.8,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,23,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,29499,19.5,9,
Porsche,911 Carrera GTS,2022,426,3.0L H6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,203977,24.42130239915634,3,85
Audi,Q3 45 S line Premium Plus,2022,3563,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,28,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,43916,24.5,3,76
Chevrolet,Malibu RS,2022,25064,1.5L I4 16V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Front-wheel Drive,29,36,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,25988,32.5,3,85
Volvo,XC90 T6 Inscription,2022,13520,2.0L I4 TW,2,Automatic 8-Speed,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,55995,24.42130239915634,3,75
MINI,Convertible Cooper S,2013,94335,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,23,31,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,12495,27,12,
BMW,330e iPerformance,2017,70698,2.0L I4 16V GDI DOHC Turbo Hybrid,2,8-Speed Automatic,1,Hybrid,Rear-wheel Drive,20.92617980490377,27.91642499340891,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,20800,24.42130239915634,8,
Alfa,Romeo Stelvio Veloce,2022,16407,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,40894,25,3,
Toyota,Avalon,2015,80181,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,31,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,19566,26,10,83
Volkswagen,Atlas 3.6L SE w/Technology,2019,37614,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Front-wheel Drive,22,30,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,29299,26,6,70
Honda,Element EX,2011,111459,2.4L I4 16V MPFI DOHC,2.4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19999,21.5,14,81
Mazda,Mazda3 FWD w/Preferred Package,2019,25097,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,22088,24.42130239915634,6,
Toyota,Corolla LE,2006,116622,"1.8L I-4 DOHC, variable valve control, engine with 126HP",1.8,4-Speed Automatic with Overdrive,1,Gasoline,Front-wheel Drive,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,34,19,
Ford,Expedition EL Limited,2017,73450,3.5L V6 24V GDI DOHC Twin Turbo,3.5,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,20,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,27991,17.5,8,75
Toyota,Venza Limited,2014,120997,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,17686,21.5,11,
Porsche,911 Carrera S,2005,27021,3.8L H6 24V MPFI DOHC,3.8,6-Speed Manual,0,Gasoline,Rear-wheel Drive,19,23,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,62790,21,20,
Chevrolet,Suburban LT,2018,100520,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,22,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,33878,18.5,7,81
FIAT,500L Trekking,2014,75080,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0,Gasoline,Front-wheel Drive,25,33,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9996,29,11,57
FIAT,500X Trekking Plus,2016,131985,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,12355,25.5,9,
Jaguar,XF 35t Portfolio Ltd Edition,2018,9394,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,3,Automatic,1,Gasoline,Four-wheel Drive,18,27,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,37999,22.5,7,
Nissan,Frontier S,2023,5272,3.8L V6 24V GDI DOHC,3.8,Automatic,1,Gasoline,Four-wheel Drive,29,39,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,32788,34,2,84
Toyota,Corolla Hatchback XSE,2020,22548,2.0L I4 16V PDI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,30,38,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,25951,34,5,85
Chevrolet,Blazer 2LT,2019,33772,3.6L V6 24V GDI DOHC,3.6,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,31998,21.5,6,
Kia,Carnival LXS,2022,18679,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,17,22,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,39000,19.5,3,75
Kia,Sorento Hybrid EX,2022,9365,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Four-wheel Drive,18,26,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,43690,22,3,83
Audi,Q8 55 Premium Plus,2021,20295,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,62998,20.5,4,63
Nissan,Maxima 3.5 S,2018,43620,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1,Gasoline,Front-wheel Drive,23,32,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,21681,27.5,7,
Cadillac,XT4 Premium Luxury,2019,27601,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Front-wheel Drive,18,27,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,31342,22.5,6,79
Toyota,Corolla Hybrid LE,2022,42914,1.8L I4 16V MPFI DOHC Hybrid,1.8,Automatic CVT,1,Hybrid,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28995,24.42130239915634,3,85
Cadillac,CTS 2.0L Turbo Luxury,2019,24913,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,26599,22.5,6,
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,9257,2.0L I4 16V GDI DOHC Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,20,27,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,71000,23.5,3,75
Lexus,LX 570 570,2018,41019,5.7L V8 32V MPFI DOHC,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,62880,24.42130239915634,7,
Cadillac,Eldorado ETC,2002,90820,4.6L V8 32V MPFI DOHC,4.6,4-Speed Automatic,1,Gasoline,Front-wheel Drive,14,21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7233,17.5,23,
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2021,8403,2.0L I4 16V GDI DOHC Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,23,34,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,49962,28.5,4,73
Toyota,Camry SE,2012,73512,2.5L I4 16V MPFI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,25,35,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,15490,30,13,86
Alfa,Romeo Giulia Ti,2020,20823,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,31495,24.42130239915634,5,
FIAT,500 Sport Turbo,2013,79131,1.4L I4 16V MPFI SOHC Turbo,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,28,34,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7996,31,12,77
Kia,Sedona EX,2014,96716,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,24,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,14190,21.5,11,73
Chevrolet,Silverado 1500 Work Truck,2013,87001,5.3L V8 16V MPFI OHV,5.3,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18995,24.42130239915634,12,
Audi,SQ5 3.0T Premium,2021,37161,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,48688,21,4,
Mazda,CX-9 Touring,2022,4595,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,36654,27,3,81
Porsche,911 Targa 4S,2016,47111,3.8L H6 24V GDI DOHC,3.8,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,109999,24.42130239915634,9,91
Chevrolet,Malibu 1LS,2020,65757,"ECOTEC 1.5L I-4 gasoline direct injection, DOHC, VVT variable va",1.5,"Automatic, CVT",1,Gasoline,Front-wheel Drive,29,36,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,22500,32.5,5,84
Maserati,GranTurismo MC,2017,27250,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4.7,A/T,0,Gasoline,Rear-wheel Drive,15,25,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,72999,20,8,
Audi,S3 2.0T Premium Plus,2020,22587,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,22,29,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,35966,25.5,5,
